Age,Gender,Work Experience,Monthly Income,Monthly Household Expense,Marital Status,Number of Children,Education Level,Have bank account,Savings in bank,Have smartphone,Access to internet,Loan Approval,Loan Approval Process (days)
29.0,Female,11.0,1833796.0,1500359,Married,3.0,Diploma,Yes,100077741.0,Yes,Yes,Yes,3.0
26.0,Male,6.0,1499274.0,1104936,Married,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
24.0,Female,1.0,1940167.0,1555217,Married,1.0,Secondary,Yes,111593469.0,No,No,Yes,2.0
45.0,Female,23.0,1805795.0,1128735,Single,0.0,Primary,No,0.0,Yes,Yes,No,8.0
31.0,Female,5.0,1346698.0,1112214,Single,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
48.0,Female,18.0,1241266.0,1139952,Married,1.0,Primary,No,0.0,Yes,Yes,No,12.0
36.0,Male,4.0,2225855.0,1772427,Single,0.0,Secondary,No,0.0,No,Yes,No,10.0
33.0,Male,7.0,2167028.0,1587537,Married,2.0,Secondary,No,0.0,Yes,Yes,No,10.0
22.0,Male,2.0,1839995.0,1640492,Married,0.0,Secondary,No,0.0,No,Yes,No,7.0
52.0,Male,15.0,2446936.0,1360166,Married,4.0,Secondary,No,0.0,No,Yes,Yes,5.0
29.0,Female,6.0,600000.0,492043,Married,1.0,Secondary,Yes,62510224.0,No,Yes,No,6.0
42.0,Male,18.0,1404923.0,1234697,Married,1.0,Secondary,No,0.0,Yes,Yes,No,9.0
38.0,Female,18.0,990578.0,567422,Married,2.0,Primary,No,0.0,Yes,No,No,9.0
53.0,Female,17.0,3379390.0,2421413,Single,0.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
40.0,Female,19.0,2299253.0,1438748,Married,2.0,Primary,Yes,101588673.0,Yes,No,Yes,3.0
33.0,Male,15.0,1744656.0,1325261,Married,1.0,Primary,No,0.0,Yes,Yes,No,10.0
56.0,Female,7.0,2349493.0,1856876,Married,1.0,Primary,Yes,164400615.0,Yes,No,Yes,1.0
59.0,Female,32.0,2581392.0,1708805,Married,1.0,Primary,Yes,114642308.0,Yes,No,Yes,4.0
56.0,Male,11.0,2573942.0,1853735,Single,0.0,Primary,Yes,101348405.0,Yes,Yes,Yes,3.0
31.0,Female,13.0,2445192.0,1597579,Married,0.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
48.0,Female,20.0,1616221.0,1109818,Divorced/Widowed,2.0,Primary,No,0.0,Yes,Yes,No,13.0
22.0,Male,2.0,1449044.0,882510,Divorced/Widowed,1.0,Primary,No,0.0,Yes,No,No,5.0
52.0,Male,4.0,1126467.0,988651,Married,2.0,Secondary,Yes,33006332.0,Yes,Yes,No,12.0
40.0,Male,11.0,2151713.0,1191411,Married,2.0,Primary,No,0.0,No,No,No,5.0
46.0,Male,16.0,1688744.0,1480169,Married,2.0,Secondary,No,0.0,Yes,Yes,No,8.0
60.0,Male,5.0,1507070.0,1147665,Married,4.0,Secondary,No,0.0,Yes,Yes,No,7.0
28.0,Male,0.0,1470537.0,989249,Married,0.0,Bachelor,No,0.0,Yes,Yes,No,8.0
35.0,Male,4.0,2815134.0,2301459,Married,0.0,Secondary,No,0.0,Yes,No,Yes,5.0
29.0,Male,8.0,2466876.0,1820229,Married,0.0,Primary,No,0.0,Yes,Yes,Yes,1.0
26.0,Female,4.0,3081275.0,2263720,Married,1.0,Primary,No,0.0,Yes,No,Yes,1.0
27.0,Male,5.0,2170311.0,1282116,Married,1.0,Primary,No,0.0,No,Yes,No,5.0
34.0,Female,0.0,1839868.0,1277090,Married,2.0,Diploma,No,0.0,No,Yes,No,5.0
55.0,Male,18.0,1782218.0,1139182,Married,2.0,Primary,No,0.0,No,No,No,13.0
24.0,Male,5.0,1085788.0,603489,Married,5.0,Primary,No,0.0,No,No,No,8.0
30.0,Male,4.0,917006.0,626532,Single,0.0,Primary,No,0.0,No,Yes,No,7.0
57.0,Male,1.0,2155138.0,1256950,Married,1.0,Secondary,No,0.0,No,Yes,No,13.0
59.0,Male,29.0,1145724.0,739023,Married,5.0,Primary,Yes,78510800.0,No,No,No,9.0
26.0,Female,6.0,1948020.0,1138093,Married,3.0,Master,No,0.0,Yes,Yes,No,10.0
44.0,Male,3.0,2580826.0,1515844,Married,2.0,Primary,Yes,97277301.0,Yes,No,Yes,1.0
19.0,Female,0.0,1334182.0,832041,Single,0.0,Primary,Yes,32928262.0,Yes,Yes,No,5.0
22.0,Female,4.0,3207337.0,2950571,Married,3.0,Primary,Yes,177608819.0,Yes,Yes,Yes,5.0
46.0,Male,19.0,1106513.0,609476,Married,2.0,Secondary,No,0.0,No,No,No,11.0
54.0,Male,6.0,2493136.0,1960374,Single,0.0,Diploma,No,0.0,Yes,Yes,Yes,2.0
55.0,Female,14.0,2097329.0,1263137,Married,3.0,Primary,No,0.0,No,No,No,12.0
36.0,Male,13.0,2635866.0,2347587,Married,2.0,Primary,No,0.0,Yes,No,Yes,7.0
25.0,Male,6.0,1018661.0,595554,Married,1.0,Secondary,No,0.0,Yes,No,No,12.0
18.0,Female,0.0,3414914.0,3084942,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,5.0
39.0,Male,18.0,1674857.0,1299760,Married,2.0,Primary,No,0.0,Yes,No,No,11.0
34.0,Female,9.0,2273653.0,1251575,Single,0.0,Primary,No,0.0,Yes,No,Yes,5.0
24.0,Female,0.0,2811141.0,2476004,Single,0.0,Primary,Yes,13279751.0,Yes,Yes,Yes,3.0
42.0,Male,24.0,1376736.0,1022960,Married,4.0,Primary,No,0.0,Yes,Yes,No,13.0
21.0,Male,3.0,2378008.0,1539017,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,1.0
53.0,Male,25.0,1259971.0,1050681,Married,2.0,Primary,No,0.0,Yes,No,No,6.0
23.0,Male,5.0,2777873.0,2480269,Married,1.0,Secondary,No,0.0,Yes,No,Yes,5.0
48.0,Male,28.0,1267873.0,924235,Single,0.0,Primary,No,0.0,Yes,No,No,7.0
36.0,Female,9.0,1826954.0,1218130,Married,4.0,Secondary,No,0.0,Yes,No,No,9.0
56.0,Male,16.0,2014284.0,1695845,Single,0.0,Primary,No,0.0,Yes,Yes,No,8.0
44.0,Male,1.0,2349009.0,1884517,Single,0.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
27.0,Female,5.0,3177933.0,2792889,Married,2.0,Primary,Yes,16658887.0,Yes,Yes,Yes,3.0
43.0,Female,25.0,1483621.0,1196140,Married,1.0,Secondary,No,0.0,Yes,Yes,No,11.0
36.0,Female,4.0,2597114.0,1662426,Married,0.0,Primary,No,0.0,No,Yes,Yes,1.0
56.0,Male,27.0,3179180.0,2844456,Married,2.0,Diploma,No,0.0,Yes,No,Yes,2.0
20.0,Female,1.0,1916013.0,1128127,Single,0.0,Primary,No,0.0,Yes,No,No,8.0
30.0,Male,8.0,1414907.0,918471,Single,0.0,Primary,Yes,112349151.0,Yes,Yes,No,5.0
45.0,Male,4.0,600000.0,445483,Married,2.0,Bachelor,Yes,103031717.0,Yes,No,No,9.0
37.0,Male,17.0,3118293.0,2367796,Single,0.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
45.0,Female,25.0,1628888.0,905115,Married,3.0,Primary,No,0.0,No,Yes,No,7.0
25.0,Male,3.0,1099049.0,921895,Single,0.0,Bachelor,No,0.0,No,No,No,8.0
58.0,Male,26.0,849168.0,580656,Married,2.0,Primary,Yes,92464053.0,Yes,Yes,No,6.0
56.0,Male,11.0,1097750.0,768836,Single,0.0,Primary,No,0.0,No,No,No,11.0
18.0,Male,0.0,2443793.0,2075920,Single,0.0,Master,Yes,67710155.0,Yes,No,Yes,4.0
20.0,Female,2.0,2540507.0,1753800,Married,3.0,Primary,No,0.0,Yes,No,Yes,5.0
30.0,Female,10.0,1770784.0,1280494,Married,2.0,Secondary,No,0.0,Yes,Yes,No,8.0
45.0,Female,2.0,1892636.0,1164506,Single,0.0,Primary,No,0.0,Yes,Yes,No,9.0
42.0,Male,9.0,928135.0,838740,Married,2.0,Secondary,No,0.0,Yes,Yes,No,6.0
50.0,Male,24.0,1289041.0,742552,Married,2.0,Secondary,Yes,101041806.0,Yes,No,No,10.0
55.0,Male,34.0,1025366.0,698607,Married,1.0,Bachelor,No,0.0,Yes,No,No,13.0
23.0,Male,1.0,2200974.0,1620304,Married,1.0,Secondary,No,0.0,Yes,Yes,No,12.0
49.0,Male,27.0,1055681.0,773301,Single,0.0,Primary,Yes,138938203.0,Yes,No,No,12.0
38.0,Female,9.0,1300027.0,716919,Divorced/Widowed,2.0,Secondary,Yes,147642213.0,Yes,Yes,No,6.0
33.0,Male,5.0,1671558.0,1229314,Married,1.0,Primary,No,0.0,Yes,Yes,No,8.0
38.0,Male,10.0,631139.0,436745,Married,0.0,Secondary,Yes,44089393.0,Yes,No,No,12.0
28.0,Male,6.0,1832740.0,1667187,Married,3.0,Secondary,Yes,157146167.0,Yes,No,Yes,3.0
54.0,Male,26.0,1724992.0,1050328,Married,1.0,Secondary,No,0.0,No,Yes,No,5.0
53.0,Male,28.0,2628946.0,1790409,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
52.0,Female,19.0,1226094.0,864651,Married,1.0,Primary,No,0.0,No,Yes,No,12.0
36.0,Female,8.0,890563.0,618546,Married,1.0,Secondary,No,0.0,Yes,Yes,No,10.0
37.0,Female,19.0,1538158.0,1224923,Single,0.0,Primary,Yes,16154206.0,Yes,No,No,11.0
35.0,Male,11.0,1031336.0,649473,Married,0.0,Secondary,No,0.0,No,Yes,No,6.0
58.0,Male,18.0,1827408.0,1154549,Single,0.0,Primary,Yes,147842440.0,Yes,Yes,Yes,1.0
31.0,Male,3.0,600000.0,491884,Married,2.0,Secondary,No,0.0,Yes,Yes,No,10.0
32.0,Male,2.0,1376258.0,1011697,Divorced/Widowed,0.0,Primary,Yes,169171181.0,Yes,No,Yes,4.0
48.0,Female,14.0,1150139.0,809246,Married,1.0,Secondary,No,0.0,Yes,No,No,7.0
18.0,Male,0.0,2197429.0,1346156,Married,2.0,Primary,No,0.0,Yes,No,No,8.0
20.0,Male,1.0,1232604.0,763456,Single,0.0,Secondary,Yes,55781394.0,Yes,Yes,No,13.0
33.0,Male,13.0,600000.0,332342,Single,0.0,Primary,No,0.0,No,No,No,7.0
40.0,Male,20.0,1658725.0,968409,Married,2.0,Secondary,Yes,30720434.0,Yes,Yes,No,6.0
28.0,Female,1.0,2023920.0,1530144,Single,0.0,Primary,No,0.0,Yes,No,No,6.0
29.0,Male,5.0,1610156.0,1416926,Married,2.0,Secondary,No,0.0,No,No,No,6.0
27.0,Male,2.0,1372074.0,900424,Married,3.0,Primary,Yes,126284088.0,Yes,Yes,No,10.0
49.0,Male,5.0,1329906.0,892721,Married,4.0,Secondary,No,0.0,Yes,Yes,No,6.0
33.0,Male,14.0,1879063.0,1113859,Married,1.0,Primary,Yes,162513987.0,Yes,Yes,Yes,3.0
25.0,Female,2.0,1177385.0,816862,Married,3.0,Secondary,No,0.0,Yes,Yes,No,11.0
55.0,Female,9.0,1570061.0,885156,Married,3.0,Primary,No,0.0,Yes,Yes,No,11.0
29.0,Female,8.0,2325312.0,2068393,Divorced/Widowed,1.0,Primary,No,0.0,Yes,No,Yes,5.0
41.0,Female,0.0,889073.0,710414,Married,5.0,Secondary,No,0.0,Yes,Yes,No,6.0
45.0,Male,15.0,1769433.0,1621821,Married,1.0,Primary,No,0.0,No,No,No,11.0
25.0,Female,5.0,600000.0,525986,Single,0.0,Primary,No,0.0,No,No,No,12.0
45.0,Male,8.0,1959550.0,1420686,Single,0.0,Diploma,No,0.0,Yes,No,No,12.0
53.0,Male,35.0,1114833.0,827522,Married,2.0,Bachelor,Yes,80332958.0,No,Yes,No,6.0
43.0,Female,1.0,2513714.0,1559792,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
25.0,Male,4.0,766136.0,552349,Married,1.0,Primary,No,0.0,Yes,Yes,No,10.0
45.0,Female,3.0,2109455.0,1865012,Divorced/Widowed,2.0,Primary,No,0.0,Yes,Yes,No,13.0
45.0,Male,0.0,2654791.0,1510086,Married,3.0,Secondary,Yes,91123586.0,Yes,Yes,Yes,2.0
54.0,Female,18.0,1078517.0,937787,Married,2.0,Primary,Yes,92163538.0,No,Yes,No,10.0
58.0,Female,25.0,1196680.0,809136,Married,4.0,Bachelor,No,0.0,Yes,Yes,No,10.0
53.0,Female,24.0,1139063.0,1005587,Married,1.0,Primary,No,0.0,Yes,Yes,No,13.0
44.0,Female,9.0,1459896.0,1311169,Married,1.0,Master,No,0.0,Yes,Yes,No,11.0
34.0,Female,14.0,2162195.0,1725907,Married,2.0,Secondary,Yes,91505419.0,Yes,Yes,Yes,1.0
26.0,Male,5.0,1402746.0,1116356,Married,3.0,Secondary,No,0.0,Yes,Yes,No,5.0
50.0,Male,20.0,1015329.0,728517,Married,1.0,Primary,No,0.0,No,Yes,No,8.0
37.0,Male,3.0,600000.0,515489,Married,0.0,Diploma,Yes,72549457.0,No,Yes,No,6.0
30.0,Female,1.0,2921363.0,2646161,Single,0.0,Primary,Yes,61585239.0,Yes,No,Yes,3.0
45.0,Male,24.0,2976346.0,2490547,Married,5.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
46.0,Female,12.0,2192165.0,1710144,Married,2.0,Secondary,No,0.0,Yes,No,No,11.0
30.0,Male,11.0,1232731.0,954766,Married,1.0,Primary,No,0.0,No,Yes,No,11.0
52.0,Male,0.0,2323391.0,2008115,Married,5.0,Primary,No,0.0,Yes,Yes,Yes,4.0
23.0,Female,0.0,2464094.0,1848675,Married,4.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
35.0,Male,12.0,1622026.0,1374550,Married,2.0,Primary,Yes,136967839.0,No,Yes,Yes,5.0
22.0,Male,3.0,1828957.0,1350296,Married,3.0,Secondary,No,0.0,Yes,No,No,6.0
42.0,Male,6.0,2662237.0,1525739,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,5.0
19.0,Female,0.0,651677.0,450999,Married,4.0,Primary,No,0.0,Yes,No,No,5.0
27.0,Female,8.0,2498895.0,1785318,Married,3.0,Secondary,Yes,54364078.0,Yes,Yes,Yes,1.0
47.0,Male,3.0,1583592.0,953953,Married,2.0,Secondary,No,0.0,Yes,No,No,7.0
22.0,Male,2.0,1021195.0,600384,Married,2.0,Primary,No,0.0,Yes,No,No,13.0
50.0,Male,0.0,1078785.0,807062,Married,2.0,Diploma,No,0.0,Yes,No,No,8.0
18.0,Female,0.0,1194694.0,694718,Married,2.0,Diploma,No,0.0,Yes,Yes,No,10.0
35.0,Female,9.0,952950.0,630938,Married,3.0,Secondary,No,0.0,No,No,No,11.0
49.0,Male,3.0,3039972.0,2509499,Married,5.0,Primary,No,0.0,Yes,No,Yes,2.0
28.0,Male,8.0,2143842.0,1944121,Divorced/Widowed,1.0,Primary,No,0.0,No,Yes,No,10.0
38.0,Male,12.0,2545137.0,2075844,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,1.0
43.0,Female,13.0,2193657.0,2012178,Married,2.0,Secondary,Yes,166760663.0,Yes,Yes,Yes,3.0
42.0,Female,9.0,1842859.0,1489739,Single,0.0,Primary,No,0.0,Yes,Yes,No,10.0
39.0,Male,5.0,1852328.0,1220135,Single,0.0,Secondary,No,0.0,Yes,Yes,No,9.0
44.0,Male,15.0,1521741.0,1215352,Married,0.0,Primary,No,0.0,Yes,Yes,No,7.0
30.0,Male,5.0,1578952.0,1278632,Married,2.0,Primary,No,0.0,Yes,No,No,7.0
50.0,Female,16.0,814327.0,559881,Single,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
51.0,Male,9.0,2557278.0,1423263,Married,0.0,Secondary,Yes,106114073.0,Yes,No,Yes,3.0
58.0,Female,26.0,600000.0,486110,Married,3.0,Primary,No,0.0,No,Yes,No,7.0
52.0,Female,34.0,1058972.0,590937,Married,1.0,Secondary,No,0.0,Yes,No,No,11.0
18.0,Male,0.0,3208423.0,2513926,Married,1.0,Bachelor,No,0.0,Yes,Yes,Yes,2.0
38.0,Male,19.0,1895321.0,1157165,Married,0.0,Secondary,No,0.0,Yes,No,No,11.0
23.0,Male,2.0,1924397.0,1461143,Married,1.0,Secondary,No,0.0,Yes,Yes,No,13.0
45.0,Female,20.0,2246136.0,1654161,Divorced/Widowed,2.0,Primary,No,0.0,No,Yes,No,10.0
34.0,Female,14.0,721763.0,400578,Married,2.0,Primary,No,0.0,Yes,No,No,11.0
22.0,Female,3.0,824344.0,564065,Married,4.0,Primary,No,0.0,Yes,Yes,No,5.0
48.0,Male,28.0,1488573.0,1149779,Married,2.0,Secondary,No,0.0,Yes,Yes,No,11.0
22.0,Male,2.0,1167647.0,1008828,Married,1.0,Secondary,Yes,161967618.0,No,Yes,No,6.0
55.0,Female,8.0,1747530.0,1535725,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
20.0,Female,2.0,2139884.0,1560027,Married,3.0,Primary,No,0.0,Yes,Yes,No,7.0
40.0,Male,18.0,2772414.0,2272038,Married,2.0,Primary,No,0.0,Yes,No,Yes,1.0
54.0,Female,27.0,2367761.0,1579505,Married,4.0,Primary,No,0.0,Yes,Yes,Yes,5.0
54.0,Female,16.0,1104006.0,746980,Married,2.0,Bachelor,No,0.0,Yes,Yes,No,9.0
27.0,Female,8.0,1537525.0,956265,Married,2.0,Secondary,Yes,19724182.0,No,No,No,11.0
27.0,Female,8.0,1347138.0,1021023,Married,3.0,Primary,No,0.0,No,Yes,No,12.0
36.0,Female,9.0,1088407.0,725302,Married,4.0,Secondary,No,0.0,Yes,No,No,6.0
34.0,Female,12.0,929077.0,539995,Single,0.0,Secondary,No,0.0,Yes,Yes,No,5.0
38.0,Male,7.0,2965018.0,2382250,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
31.0,Male,6.0,1807449.0,1467411,Divorced/Widowed,1.0,Primary,No,0.0,Yes,Yes,No,7.0
26.0,Female,0.0,1643038.0,1122518,Married,2.0,Primary,No,0.0,Yes,Yes,No,8.0
18.0,Male,0.0,2138980.0,1237159,Married,5.0,Primary,Yes,169759433.0,Yes,Yes,Yes,3.0
30.0,Male,4.0,2173622.0,1538337,Married,2.0,Secondary,No,0.0,No,No,No,6.0
21.0,Male,2.0,2583177.0,1843520,Married,0.0,Secondary,Yes,166450097.0,Yes,Yes,Yes,3.0
18.0,Male,0.0,1279436.0,1020232,Married,5.0,Secondary,Yes,14771235.0,No,Yes,No,10.0
57.0,Female,31.0,2081905.0,1388014,Single,0.0,Primary,No,0.0,Yes,Yes,No,13.0
49.0,Female,19.0,1162178.0,932719,Married,1.0,Primary,No,0.0,Yes,No,No,8.0
51.0,Male,32.0,1666889.0,1454278,Married,4.0,Primary,No,0.0,Yes,No,No,10.0
45.0,Male,24.0,1839719.0,1173501,Married,1.0,Bachelor,Yes,79195899.0,No,Yes,Yes,1.0
48.0,Male,13.0,1908138.0,1740603,Single,0.0,Primary,Yes,113774589.0,Yes,Yes,Yes,4.0
25.0,Female,4.0,1877224.0,1300834,Married,4.0,Primary,Yes,178387868.0,No,Yes,Yes,4.0
56.0,Female,33.0,2361281.0,1532201,Single,0.0,Bachelor,Yes,92636282.0,No,No,Yes,3.0
43.0,Male,7.0,1382108.0,975711,Married,1.0,Secondary,Yes,173501556.0,Yes,No,Yes,1.0
51.0,Female,10.0,1927171.0,1127254,Married,2.0,Secondary,No,0.0,Yes,Yes,No,8.0
20.0,Female,0.0,1268766.0,756833,Single,0.0,Primary,No,0.0,No,Yes,No,11.0
29.0,Female,1.0,3844526.0,2704011,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
18.0,Female,0.0,1160994.0,966068,Married,2.0,Primary,No,0.0,Yes,Yes,No,10.0
22.0,Male,2.0,1309543.0,1156477,Married,3.0,Secondary,Yes,9380940.0,No,No,No,11.0
47.0,Female,29.0,2417853.0,1924569,Married,1.0,Primary,No,0.0,No,Yes,Yes,2.0
47.0,Male,25.0,1499374.0,883028,Married,3.0,Primary,No,0.0,Yes,No,No,10.0
34.0,Female,0.0,2418132.0,1931234,Married,4.0,Secondary,No,0.0,No,Yes,Yes,5.0
40.0,Female,10.0,1907115.0,1497291,Single,0.0,Secondary,No,0.0,Yes,Yes,No,10.0
32.0,Female,1.0,1517767.0,1287267,Married,2.0,Secondary,No,0.0,Yes,No,No,6.0
54.0,Female,29.0,1273071.0,1088911,Married,1.0,Primary,Yes,2261752.0,Yes,Yes,No,8.0
38.0,Male,15.0,1247814.0,1087139,Single,0.0,Primary,No,0.0,Yes,No,No,5.0
31.0,Male,6.0,1525375.0,1072687,Married,4.0,Secondary,Yes,42134355.0,No,Yes,No,11.0
19.0,Female,1.0,1677922.0,1356113,Single,0.0,Secondary,Yes,172590867.0,No,Yes,Yes,2.0
28.0,Female,1.0,1217683.0,790583,Married,2.0,Bachelor,Yes,83352717.0,No,No,No,6.0
56.0,Male,37.0,1723537.0,1585230,Single,0.0,Secondary,No,0.0,No,Yes,No,9.0
55.0,Male,18.0,1034119.0,635852,Married,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
51.0,Male,12.0,2329130.0,1289737,Married,1.0,Secondary,Yes,138184967.0,Yes,No,Yes,3.0
55.0,Female,2.0,2463153.0,1490353,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,5.0
51.0,Female,9.0,1306972.0,1094030,Married,1.0,Primary,No,0.0,No,Yes,No,12.0
35.0,Male,5.0,1267878.0,906925,Single,0.0,Primary,No,0.0,Yes,No,No,10.0
47.0,Male,0.0,1924541.0,1377153,Married,2.0,Primary,No,0.0,No,Yes,No,9.0
32.0,Female,6.0,2685756.0,2426200,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
44.0,Female,23.0,2840664.0,2528943,Married,1.0,Secondary,No,0.0,No,Yes,Yes,3.0
51.0,Male,26.0,818080.0,544139,Married,3.0,Secondary,No,0.0,Yes,Yes,No,8.0
55.0,Female,7.0,2504413.0,1571147,Married,1.0,Primary,No,0.0,Yes,No,Yes,5.0
50.0,Male,16.0,1756912.0,1517863,Married,0.0,Primary,No,0.0,No,Yes,No,8.0
41.0,Male,8.0,1770467.0,1567265,Single,0.0,Primary,Yes,17526191.0,No,Yes,No,5.0
32.0,Female,12.0,2153298.0,1615815,Married,3.0,Secondary,No,0.0,Yes,Yes,No,7.0
47.0,Female,5.0,1463329.0,1145620,Married,0.0,Primary,Yes,95121932.0,No,Yes,No,12.0
59.0,Female,24.0,2567690.0,1656309,Married,0.0,Secondary,No,0.0,No,Yes,Yes,4.0
34.0,Female,6.0,2796773.0,2366900,Single,0.0,Primary,Yes,126851991.0,Yes,Yes,Yes,3.0
22.0,Female,0.0,2822898.0,2212828,Married,3.0,Primary,No,0.0,Yes,No,Yes,3.0
46.0,Male,27.0,600000.0,441779,Divorced/Widowed,0.0,Secondary,No,0.0,Yes,Yes,No,13.0
21.0,Male,3.0,1639239.0,938038,Married,2.0,Secondary,No,0.0,Yes,No,No,10.0
27.0,Male,0.0,600000.0,533337,Married,2.0,Primary,No,0.0,No,Yes,No,12.0
34.0,Male,4.0,1264303.0,983269,Married,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
27.0,Female,8.0,600000.0,372777,Married,4.0,Master,No,0.0,Yes,Yes,No,7.0
34.0,Female,1.0,2115186.0,1637921,Married,0.0,Master,No,0.0,Yes,Yes,No,8.0
37.0,Male,10.0,1953516.0,1564104,Married,3.0,Secondary,Yes,10152142.0,Yes,Yes,No,10.0
41.0,Male,5.0,1497179.0,1114702,Married,2.0,Secondary,No,0.0,Yes,Yes,No,6.0
22.0,Female,1.0,1246196.0,1016519,Single,0.0,Primary,No,0.0,Yes,Yes,No,11.0
51.0,Male,14.0,2019822.0,1545442,Married,2.0,Secondary,No,0.0,Yes,No,No,6.0
23.0,Female,3.0,1092004.0,983540,Single,1.0,Primary,No,0.0,Yes,Yes,No,9.0
19.0,Female,1.0,1044376.0,595156,Married,0.0,Bachelor,No,0.0,No,No,No,8.0
30.0,Female,1.0,958308.0,564741,Married,0.0,Primary,Yes,178380658.0,Yes,Yes,No,13.0
60.0,Male,21.0,1657311.0,1018017,Married,1.0,Primary,No,0.0,Yes,No,No,6.0
60.0,Male,10.0,1392384.0,1121374,Single,1.0,Secondary,Yes,30682657.0,Yes,Yes,No,11.0
28.0,Female,9.0,1531033.0,1207786,Married,3.0,Primary,Yes,139730289.0,Yes,No,Yes,5.0
40.0,Female,12.0,2165266.0,1905567,Married,2.0,Primary,No,0.0,Yes,Yes,No,11.0
33.0,Male,3.0,2474307.0,2031813,Married,0.0,Secondary,No,0.0,No,Yes,Yes,1.0
48.0,Female,21.0,2815336.0,2077975,Married,4.0,Secondary,Yes,32017586.0,Yes,No,Yes,2.0
28.0,Male,6.0,1842095.0,1689160,Married,3.0,Secondary,No,0.0,No,Yes,No,9.0
40.0,Female,12.0,2043312.0,1325005,Married,2.0,Primary,No,0.0,Yes,Yes,No,6.0
25.0,Male,2.0,1932192.0,1658363,Married,1.0,Secondary,No,0.0,No,No,No,9.0
21.0,Female,1.0,628070.0,444618,Married,0.0,Primary,No,0.0,No,Yes,No,11.0
57.0,Male,23.0,1541212.0,1217606,Married,2.0,Primary,No,0.0,Yes,Yes,No,10.0
21.0,Male,3.0,1544431.0,1265026,Married,3.0,Secondary,Yes,48658306.0,Yes,Yes,No,9.0
42.0,Male,14.0,1442431.0,1131571,Single,0.0,Secondary,No,0.0,Yes,No,No,8.0
20.0,Male,0.0,1771342.0,1066326,Married,2.0,Secondary,Yes,56580598.0,Yes,Yes,No,12.0
49.0,Female,22.0,1646363.0,1175325,Married,1.0,Secondary,No,0.0,No,No,No,12.0
20.0,Female,2.0,1109571.0,840757,Married,3.0,Primary,No,0.0,Yes,No,No,5.0
44.0,Male,13.0,1694281.0,1464106,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,No,No,6.0
46.0,Male,5.0,1352664.0,966003,Married,1.0,Primary,Yes,5807961.0,No,Yes,No,7.0
49.0,Female,17.0,600000.0,533961,Married,2.0,Bachelor,Yes,48826297.0,No,No,No,5.0
36.0,Female,0.0,822051.0,586071,Married,2.0,Secondary,No,0.0,Yes,Yes,No,7.0
38.0,Female,5.0,1862240.0,1402357,Married,1.0,Secondary,No,0.0,No,No,No,12.0
22.0,Male,4.0,2564323.0,2165893,Married,3.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
35.0,Male,15.0,600000.0,459441,Married,0.0,Secondary,No,0.0,No,No,No,11.0
45.0,Female,4.0,1190725.0,1077940,Married,1.0,Secondary,No,0.0,No,Yes,No,11.0
59.0,Male,9.0,2102017.0,1669683,Single,0.0,Primary,Yes,117531240.0,No,Yes,Yes,3.0
39.0,Female,20.0,2414736.0,1795120,Married,0.0,Primary,Yes,139384316.0,Yes,Yes,Yes,5.0
38.0,Male,17.0,1505920.0,841401,Married,1.0,Secondary,No,0.0,Yes,Yes,No,5.0
23.0,Female,2.0,1322052.0,929509,Married,0.0,Diploma,No,0.0,Yes,Yes,No,8.0
18.0,Male,0.0,2653797.0,1753421,Single,0.0,Primary,Yes,157188167.0,Yes,Yes,Yes,5.0
22.0,Female,4.0,2357264.0,1948983,Married,0.0,Primary,Yes,144901104.0,Yes,Yes,Yes,2.0
58.0,Male,19.0,2401032.0,1505597,Married,3.0,Primary,No,0.0,No,Yes,Yes,2.0
29.0,Female,2.0,1472355.0,921593,Married,0.0,Secondary,Yes,19172790.0,Yes,Yes,No,12.0
43.0,Male,2.0,2579585.0,1599657,Married,0.0,Primary,No,0.0,Yes,Yes,Yes,5.0
51.0,Female,3.0,600000.0,357886,Married,1.0,Primary,No,0.0,No,No,No,6.0
31.0,Female,4.0,2591861.0,1723775,Married,4.0,Secondary,Yes,170771958.0,No,No,Yes,3.0
